"value","Year","IZCode","IZName","CPP","Indicator","Type"
5.66667,"2017/18-2019/20","S02002359","Carluke West","South Lanarkshire","Attainment","Raw"
5.80702,"2017/18-2019/20","S02002354","Clydesdale South","South Lanarkshire","Attainment","Raw"
6,"2017/18-2019/20","S02002353","Troon","South Ayrshire","Attainment","Raw"
5.16107,"2017/18-2019/20","S02002356","Carstairs, Carstairs Junction and Carnwath","South Lanarkshire","Attainment","Raw"
5.85646,"2017/18-2019/20","S02002355","Biggar, Symington, Thankerton and Dolphinton","South Lanarkshire","Attainment","Raw"
5.86441,"2017/18-2019/20","S02002366","Lanark South","South Lanarkshire","Attainment","Raw"
5.2069,"2017/18-2019/20","S02002365","Lanark North East","South Lanarkshire","Attainment","Raw"
5.30328,"2017/18-2019/20","S02002368","Douglas, Coalburn and Rigside","South Lanarkshire","Attainment","Raw"
5.78261,"2017/18-2019/20","S02002367","Hazelbank and Kirkfieldbank","South Lanarkshire","Attainment","Raw"
5.17757,"2017/18-2019/20","S02002362","Carluke South","South Lanarkshire","Attainment","Raw"
5.30345,"2017/18-2019/20","S02002361","Carluke East","South Lanarkshire","Attainment","Raw"
5.67797,"2017/18-2019/20","S02002364","Lanark North West","South Lanarkshire","Attainment","Raw"
5.71212,"2017/18-2019/20","S02002363","Crossford, Braidwood and Yieldshields","South Lanarkshire","Attainment","Raw"
4.76056,"2017/18-2019/20","S02002343","Lochside, Braehead and Whitletts","South Ayrshire","Attainment","Raw"
4.56637,"2017/18-2019/20","S02002342","Dalmilling","South Ayrshire","Attainment","Raw"
5.81507,"2017/18-2019/20","S02002345","Heathfield","South Ayrshire","Attainment","Raw"
5.54945,"2017/18-2019/20","S02002344","Newton North","South Ayrshire","Attainment","Raw"
6.05376,"2017/18-2019/20","S02002339","Ayr South Harbour and Town Centre","South Ayrshire","Attainment","Raw"
5.62874,"2017/18-2019/20","S02002338","Holmston and Forehill","South Ayrshire","Attainment","Raw"
5.4386,"2017/18-2019/20","S02002341","Craigie","South Ayrshire","Attainment","Raw"
5.04878,"2017/18-2019/20","S02002340","Ayr North Harbour, Wallacetown and Newton South","South Ayrshire","Attainment","Raw"
5.68852,"2017/18-2019/20","S02002350","Dundonald, Loans and Symington","South Ayrshire","Attainment","Raw"
5.36932,"2017/18-2019/20","S02002349","Annbank, Mossblown and Tarbolton - the Coalfields","South Ayrshire","Attainment","Raw"
5.57143,"2017/18-2019/20","S02002352","Barassie","South Ayrshire","Attainment","Raw"
5.82192,"2017/18-2019/20","S02002351","Muirhead","South Ayrshire","Attainment","Raw"
5.95035,"2017/18-2019/20","S02002347","Prestwick East","South Ayrshire","Attainment","Raw"
6.04938,"2017/18-2019/20","S02002346","Prestwick West","South Ayrshire","Attainment","Raw"
5.59722,"2017/18-2019/20","S02002348","Prestwick Airport and Monkton","South Ayrshire","Attainment","Raw"
5.2963,"2017/18-2019/20","S02002264","Paisley North West","Renfrewshire","Attainment","Raw"
5.02762,"2017/18-2019/20","S02002263","Paisley Ferguslie","Renfrewshire","Attainment","Raw"
5.46212,"2017/18-2019/20","S02002266","Paisley Foxbar","Renfrewshire","Attainment","Raw"
5.51765,"2017/18-2019/20","S02002265","Paisley West","Renfrewshire","Attainment","Raw"
5.41111,"2017/18-2019/20","S02002260","Johnstone North East","Renfrewshire","Attainment","Raw"
5.24742,"2017/18-2019/20","S02002259","Johnstone North West","Renfrewshire","Attainment","Raw"
5.59836,"2017/18-2019/20","S02002262","Elderslie and Phoenix","Renfrewshire","Attainment","Raw"
5.42857,"2017/18-2019/20","S02002261","Johnstone South East","Renfrewshire","Attainment","Raw"
6.04651,"2017/18-2019/20","S02002272","Paisley Dykebar","Renfrewshire","Attainment","Raw"
5.5045,"2017/18-2019/20","S02002271","Paisley South East","Renfrewshire","Attainment","Raw"
5.48276,"2017/18-2019/20","S02002274","Paisley Central","Renfrewshire","Attainment","Raw"
5.28676,"2017/18-2019/20","S02002273","Paisley East","Renfrewshire","Attainment","Raw"
5.3787,"2017/18-2019/20","S02002268","Paisley Glenburn West","Renfrewshire","Attainment","Raw"
6.12857,"2017/18-2019/20","S02002267","Paisley South West","Renfrewshire","Attainment","Raw"
5.93519,"2017/18-2019/20","S02002270","Paisley South","Renfrewshire","Attainment","Raw"
5.78261,"2017/18-2019/20","S02002269","Paisley Glenburn East","Renfrewshire","Attainment","Raw"
4.9878,"2017/18-2019/20","S02002248","Blairgowrie East (Rattray)","Perth and Kinross","Attainment","Raw"
5.80734,"2017/18-2019/20","S02002247","Blair Atholl, Strathardle and Glenshee","Perth and Kinross","Attainment","Raw"
5.73786,"2017/18-2019/20","S02002250","Stanley and Murthly","Perth and Kinross","Attainment","Raw"
5.55738,"2017/18-2019/20","S02002249","Blairgowrie West","Perth and Kinross","Attainment","Raw"
6.16667,"2017/18-2019/20","S02002244","Invergowrie, Longforgan and Abernyte","Perth and Kinross","Attainment","Raw"
5.54839,"2017/18-2019/20","S02002243","Errol and Inchture","Perth and Kinross","Attainment","Raw"
5.50633,"2017/18-2019/20","S02002246","Alyth","Perth and Kinross","Attainment","Raw"
5.112,"2017/18-2019/20","S02002245","Coupar Angus and Meigle","Perth and Kinross","Attainment","Raw"
5.9359,"2017/18-2019/20","S02002256","Renfrewshire Rural North and Langbank","Renfrewshire","Attainment","Raw"
6.072,"2017/18-2019/20","S02002255","Renfrewshire Rural South and Howwood","Renfrewshire","Attainment","Raw"
5.34466,"2017/18-2019/20","S02002258","Johnstone South West","Renfrewshire","Attainment","Raw"
6.125,"2017/18-2019/20","S02002257","Kilbarchan","Renfrewshire","Attainment","Raw"
5.94737,"2017/18-2019/20","S02002252","Pitlochry","Perth and Kinross","Attainment","Raw"
5.78808,"2017/18-2019/20","S02002251","Luncarty and Dunkeld","Perth and Kinross","Attainment","Raw"
6.01351,"2017/18-2019/20","S02002254","Lochwinnoch","Renfrewshire","Attainment","Raw"
5.78102,"2017/18-2019/20","S02002253","Rannoch and Aberfeldy","Perth and Kinross","Attainment","Raw"
5.79512,"2017/18-2019/20","S02002295","Tweeddale East Area","Scottish Borders","Attainment","Raw"
5.97842,"2017/18-2019/20","S02002294","Peebles South","Scottish Borders","Attainment","Raw"
5.44231,"2017/18-2019/20","S02002297","Galashiels North","Scottish Borders","Attainment","Raw"
5.82524,"2017/18-2019/20","S02002296","Earlston Stow and Clovernfords Area","Scottish Borders","Attainment","Raw"
5.89552,"2017/18-2019/20","S02002291","Bridge of Weir","Renfrewshire","Attainment","Raw"
6.29358,"2017/18-2019/20","S02002290","Houston North","Renfrewshire","Attainment","Raw"
5.73684,"2017/18-2019/20","S02002293","Peebles North","Scottish Borders","Attainment","Raw"
6.10606,"2017/18-2019/20","S02002292","Tweeddale West Area","Scottish Borders","Attainment","Raw"
5.85065,"2017/18-2019/20","S02002303","Berwickshire Central","Scottish Borders","Attainment","Raw"
5.93814,"2017/18-2019/20","S02002302","Lauder and Area","Scottish Borders","Attainment","Raw"
5.69231,"2017/18-2019/20","S02002305","Berwickshire East","Scottish Borders","Attainment","Raw"
5.51546,"2017/18-2019/20","S02002304","Duns","Scottish Borders","Attainment","Raw"
5.70588,"2017/18-2019/20","S02002299","Galashiels South","Scottish Borders","Attainment","Raw"
5.4058,"2017/18-2019/20","S02002298","Galashiels West","Scottish Borders","Attainment","Raw"
6.06436,"2017/18-2019/20","S02002301","Melrose and Tweedbank Area","Scottish Borders","Attainment","Raw"
5.02632,"2017/18-2019/20","S02002300","Langlee","Scottish Borders","Attainment","Raw"
5.47244,"2017/18-2019/20","S02002280","Renfrew South","Renfrewshire","Attainment","Raw"
5.42979,"2017/18-2019/20","S02002279","Renfrew West","Renfrewshire","Attainment","Raw"
5.35897,"2017/18-2019/20","S02002282","Renfrew North","Renfrewshire","Attainment","Raw"
5.89796,"2017/18-2019/20","S02002281","Renfrew East","Renfrewshire","Attainment","Raw"
6.15672,"2017/18-2019/20","S02002276","Paisley Ralston","Renfrewshire","Attainment","Raw"
5.58871,"2017/18-2019/20","S02002275","Paisley North East","Renfrewshire","Attainment","Raw"
5.23529,"2017/18-2019/20","S02002278","Paisley North","Renfrewshire","Attainment","Raw"
4.95531,"2017/18-2019/20","S02002277","Paisley Gallowhill and Hillington","Renfrewshire","Attainment","Raw"
5.22314,"2017/18-2019/20","S02002287","Linwood South","Renfrewshire","Attainment","Raw"
5.976,"2017/18-2019/20","S02002286","Bishopton","Renfrewshire","Attainment","Raw"
6.11,"2017/18-2019/20","S02002289","Houston South","Renfrewshire","Attainment","Raw"
5.46154,"2017/18-2019/20","S02002288","Linwood North","Renfrewshire","Attainment","Raw"
5.65663,"2017/18-2019/20","S02002284","Erskine Central","Renfrewshire","Attainment","Raw"
5.96585,"2017/18-2019/20","S02002283","Erskine East and Inchinnan","Renfrewshire","Attainment","Raw"
5.57216,"2017/18-2019/20","S02002285","Erskine West","Renfrewshire","Attainment","Raw"
6.11111,"2017/18-2019/20","S02002453","Bridge of Allan and University","Stirling","Attainment","Raw"
6.03704,"2017/18-2019/20","S02002452","Causewayhead","Stirling","Attainment","Raw"
6.33641,"2017/18-2019/20","S02002455","Dunblane East","Stirling","Attainment","Raw"
6.12245,"2017/18-2019/20","S02002454","Forth","Stirling","Attainment","Raw"
5.81579,"2017/18-2019/20","S02002449","City Centre","Stirling","Attainment","Raw"
5.57353,"2017/18-2019/20","S02002448","Braehead","Stirling","Attainment","Raw"
5.41818,"2017/18-2019/20","S02002451","Cornton","Stirling","Attainment","Raw"
4.85149,"2017/18-2019/20","S02002450","Raploch","Stirling","Attainment","Raw"
5.15957,"2017/18-2019/20","S02002461","Singer and Clydebank South","West Dunbartonshire","Attainment","Raw"
5.3609,"2017/18-2019/20","S02002460","Whitecrook","West Dunbartonshire","Attainment","Raw"
5.39231,"2017/18-2019/20","S02002463","Clydebank","West Dunbartonshire","Attainment","Raw"
5.16594,"2017/18-2019/20","S02002462","Drumry","West Dunbartonshire","Attainment","Raw"
6.16058,"2017/18-2019/20","S02002457","Carse of Stirling","Stirling","Attainment","Raw"
6.22424,"2017/18-2019/20","S02002456","Dunblane West","Stirling","Attainment","Raw"
5.44828,"2017/18-2019/20","S02002459","Highland","Stirling","Attainment","Raw"
5.72449,"2017/18-2019/20","S02002458","Callander and Trossachs","Stirling","Attainment","Raw"
6.01724,"2017/18-2019/20","S02002437","Balfron and Drymen","Stirling","Attainment","Raw"
6.0479,"2017/18-2019/20","S02002436","Blane Valley","Stirling","Attainment","Raw"
6.06796,"2017/18-2019/20","S02002439","Cambusbarron","Stirling","Attainment","Raw"
5.75,"2017/18-2019/20","S02002438","Kippen and Fintry","Stirling","Attainment","Raw"
5.61333,"2017/18-2019/20","S02002433","Westwood East","South Lanarkshire","Attainment","Raw"
5.65833,"2017/18-2019/20","S02002432","Westwood South","South Lanarkshire","Attainment","Raw"
5.55172,"2017/18-2019/20","S02002435","Birniehill, Kelvin and Whitehills East","South Lanarkshire","Attainment","Raw"
5.67647,"2017/18-2019/20","S02002434","The Murray","South Lanarkshire","Attainment","Raw"
5.73288,"2017/18-2019/20","S02002445","Broomridge","Stirling","Attainment","Raw"
5.21094,"2017/18-2019/20","S02002444","Hillpark","Stirling","Attainment","Raw"
6.22619,"2017/18-2019/20","S02002447","King's Park and Torbrex","Stirling","Attainment","Raw"
5.37838,"2017/18-2019/20","S02002446","Borestone","Stirling","Attainment","Raw"
5.27957,"2017/18-2019/20","S02002441","Cowie","Stirling","Attainment","Raw"
4.98039,"2017/18-2019/20","S02002440","Plean and Rural SE","Stirling","Attainment","Raw"
5.58763,"2017/18-2019/20","S02002443","Bannockburn","Stirling","Attainment","Raw"
5.22727,"2017/18-2019/20","S02002442","Fallin","Stirling","Attainment","Raw"
5.8764,"2017/18-2019/20","S02002484","Mid Calder and Kirknewton","West Lothian","Attainment","Raw"
5.31982,"2017/18-2019/20","S02002483","Dedridge East","West Lothian","Attainment","Raw"
5.54878,"2017/18-2019/20","S02002486","Pumpherston and Uphall Station","West Lothian","Attainment","Raw"
5.7963,"2017/18-2019/20","S02002485","East Calder","West Lothian","Attainment","Raw"
5.43671,"2017/18-2019/20","S02002480","West Calder and Polbeth","West Lothian","Attainment","Raw"
5.33775,"2017/18-2019/20","S02002479","Breich Valley","West Lothian","Attainment","Raw"
6.13725,"2017/18-2019/20","S02002482","Bankton and Murieston","West Lothian","Attainment","Raw"
6.03797,"2017/18-2019/20","S02002481","Bellsquarry, Adambrae and Kirkton","West Lothian","Attainment","Raw"
5.93233,"2017/18-2019/20","S02002492","Knightsridge and Deans North","West Lothian","Attainment","Raw"
5.16157,"2017/18-2019/20","S02002491","Knightsridge","West Lothian","Attainment","Raw"
5.46667,"2017/18-2019/20","S02002494","Carmondean and Eliburn North","West Lothian","Attainment","Raw"
5.19811,"2017/18-2019/20","S02002493","Deans","West Lothian","Attainment","Raw"
5.42614,"2017/18-2019/20","S02002488","Howden","West Lothian","Attainment","Raw"
4.96512,"2017/18-2019/20","S02002487","Craigshill","West Lothian","Attainment","Raw"
5.31863,"2017/18-2019/20","S02002490","Ladywell","West Lothian","Attainment","Raw"
5.74857,"2017/18-2019/20","S02002489","Livingston Village and Eliburn South","West Lothian","Attainment","Raw"
5.65217,"2017/18-2019/20","S02002469","Bowling","West Dunbartonshire","Attainment","Raw"
5.85455,"2017/18-2019/20","S02002468","Kilpatrick","West Dunbartonshire","Attainment","Raw"
5.9359,"2017/18-2019/20","S02002471","Dumbarton","West Dunbartonshire","Attainment","Raw"
5.48447,"2017/18-2019/20","S02002470","Dumbarton east","West Dunbartonshire","Attainment","Raw"
5.26977,"2017/18-2019/20","S02002465","Clydebank east","West Dunbartonshire","Attainment","Raw"
5.60674,"2017/18-2019/20","S02002464","Clydebank North","West Dunbartonshire","Attainment","Raw"
5.28125,"2017/18-2019/20","S02002467","Dalmuir","West Dunbartonshire","Attainment","Raw"
5.77344,"2017/18-2019/20","S02002466","Duntocher","West Dunbartonshire","Attainment","Raw"
5.45161,"2017/18-2019/20","S02002476","Balloch","West Dunbartonshire","Attainment","Raw"
5.26316,"2017/18-2019/20","S02002475","Alexandria","West Dunbartonshire","Attainment","Raw"
5.43357,"2017/18-2019/20","S02002478","Fauldhouse","West Lothian","Attainment","Raw"
5.26718,"2017/18-2019/20","S02002477","Lomond","West Dunbartonshire","Attainment","Raw"
5.49587,"2017/18-2019/20","S02002473","Leven","West Dunbartonshire","Attainment","Raw"
5.39521,"2017/18-2019/20","S02002472","Dalreoch","West Dunbartonshire","Attainment","Raw"
5.14286,"2017/18-2019/20","S02002474","Bonhill","West Dunbartonshire","Attainment","Raw"
5,"2017/18-2019/20","S02002390","Hillhouse","South Lanarkshire","Attainment","Raw"
5.51515,"2017/18-2019/20","S02002389","Earnock","South Lanarkshire","Attainment","Raw"
5.13043,"2017/18-2019/20","S02002392","Blantyre South and Wheatlands","South Lanarkshire","Attainment","Raw"
5.14961,"2017/18-2019/20","S02002391","High Blantyre","South Lanarkshire","Attainment","Raw"
5.14706,"2017/18-2019/20","S02002386","Fairhill","South Lanarkshire","Attainment","Raw"
5.35294,"2017/18-2019/20","S02002385","Laighstonehall","South Lanarkshire","Attainment","Raw"
5.68605,"2017/18-2019/20","S02002388","Little Earnock","South Lanarkshire","Attainment","Raw"
5.28571,"2017/18-2019/20","S02002387","Woodhead and Meikle Earnock","South Lanarkshire","Attainment","Raw"
4.80172,"2017/18-2019/20","S02002398","Whitehill","South Lanarkshire","Attainment","Raw"
5.53846,"2017/18-2019/20","S02002397","Burnbank South and Chantinghall","South Lanarkshire","Attainment","Raw"
5.51852,"2017/18-2019/20","S02002400","Bothwell North","South Lanarkshire","Attainment","Raw"
5.69811,"2017/18-2019/20","S02002399","Bothwell South","South Lanarkshire","Attainment","Raw"
5.14943,"2017/18-2019/20","S02002394","Blantytre North and Coatshill","South Lanarkshire","Attainment","Raw"
5.7451,"2017/18-2019/20","S02002393","Low Blantyre and Bardykes","South Lanarkshire","Attainment","Raw"
4.70248,"2017/18-2019/20","S02002396","Burnbank Central and Udston","South Lanarkshire","Attainment","Raw"
5.1954,"2017/18-2019/20","S02002395","Burnbank North","South Lanarkshire","Attainment","Raw"
5.29688,"2017/18-2019/20","S02002374","Hareleeshill","South Lanarkshire","Attainment","Raw"
5.57143,"2017/18-2019/20","S02002373","Larkhall Central, Raploch, Millheugh and Burnhead","South Lanarkshire","Attainment","Raw"
5.48241,"2017/18-2019/20","S02002376","Stonehouse","South Lanarkshire","Attainment","Raw"
5.04196,"2017/18-2019/20","S02002375","Strutherhill","South Lanarkshire","Attainment","Raw"
5.52482,"2017/18-2019/20","S02002370","Kirkmuirhill and Blackwood","South Lanarkshire","Attainment","Raw"
5.49673,"2017/18-2019/20","S02002369","Lesmahagow","South Lanarkshire","Attainment","Raw"
5.88235,"2017/18-2019/20","S02002372","Merryton and Meadowhill","South Lanarkshire","Attainment","Raw"
5.39535,"2017/18-2019/20","S02002371","Ashgill and Netherburn","South Lanarkshire","Attainment","Raw"
5.62195,"2017/18-2019/20","S02002382","Low Waters","South Lanarkshire","Attainment","Raw"
5.6,"2017/18-2019/20","S02002381","Eddlewood","South Lanarkshire","Attainment","Raw"
6,"2017/18-2019/20","S02002384","Hamilton Centre and Low Parks","South Lanarkshire","Attainment","Raw"
5.7093,"2017/18-2019/20","S02002383","Silvertonhill","South Lanarkshire","Attainment","Raw"
6.28671,"2017/18-2019/20","S02002378","Strathaven North","South Lanarkshire","Attainment","Raw"
5.90972,"2017/18-2019/20","S02002377","Strathaven South","South Lanarkshire","Attainment","Raw"
5.90244,"2017/18-2019/20","S02002380","Glassford, Quarter and Allanton","South Lanarkshire","Attainment","Raw"
5.93913,"2017/18-2019/20","S02002379","Chapelton, Glengavel and Sandford","South Lanarkshire","Attainment","Raw"
5.64935,"2017/18-2019/20","S02002421","St Leonards South","South Lanarkshire","Attainment","Raw"
5.79333,"2017/18-2019/20","S02002420","St Leonards North","South Lanarkshire","Attainment","Raw"
6.0137,"2017/18-2019/20","S02002423","West Mains","South Lanarkshire","Attainment","Raw"
5.6747,"2017/18-2019/20","S02002422","East Mains","South Lanarkshire","Attainment","Raw"
