CPP,Indicator,Type,Year,value,IndicatorFullName,FG,LineType,Improvement_Rate,High is Positive?
East Dunbartonshire,Unplanned Hospital Attendances,Raw data,2010/11,25842.546702249336,Unplanned Hospital Attendances,1,East Dunbartonshire Raw data,-31.459512840636318,No
East Lothian,Unplanned Hospital Attendances,Raw data,2010/11,20455.920919911237,Unplanned Hospital Attendances,2,East Lothian Raw data,17.289244837384544,No
East Renfrewshire,Unplanned Hospital Attendances,Raw data,2010/11,23872.3592522951,Unplanned Hospital Attendances,1,East Renfrewshire Raw data,-12.113654772218885,No
"Edinburgh, City of",Unplanned Hospital Attendances,Raw data,2010/11,20501.340596671915,Unplanned Hospital Attendances,1,"Edinburgh, City of Raw data",1.8674171187772703,No
Eilean Siar,Unplanned Hospital Attendances,Raw data,2010/11,21652.173913043476,Unplanned Hospital Attendances,4,Eilean Siar Raw data,16.356863533821286,No
Falkirk,Unplanned Hospital Attendances,Raw data,2010/11,14822.740750290062,Unplanned Hospital Attendances,3,Falkirk Raw data,86.48475968134836,No
Fife,Unplanned Hospital Attendances,Raw data,2010/11,19867.62637544469,Unplanned Hospital Attendances,3,Fife Raw data,-1.159348461807297,No
Glasgow City,Unplanned Hospital Attendances,Raw data,2010/11,36062.40409207161,Unplanned Hospital Attendances,4,Glasgow City Raw data,-25.16459094948871,No
Highland,Unplanned Hospital Attendances,Raw data,2010/11,12070.385298834137,Unplanned Hospital Attendances,2,Highland Raw data,92.31950925923317,No
Inverclyde,Unplanned Hospital Attendances,Raw data,2010/11,37357.37946264262,Unplanned Hospital Attendances,4,Inverclyde Raw data,8.565452972061681,No
Midlothian,Unplanned Hospital Attendances,Raw data,2010/11,25694.511898980087,Unplanned Hospital Attendances,2,Midlothian Raw data,22.23584265237706,No
Moray,Unplanned Hospital Attendances,Raw data,2010/11,21150.603052620343,Unplanned Hospital Attendances,2,Moray Raw data,30.272792676837778,No
North Ayrshire,Unplanned Hospital Attendances,Raw data,2010/11,27931.63509688657,Unplanned Hospital Attendances,4,North Ayrshire Raw data,8.21234136686213,No
North Lanarkshire,Unplanned Hospital Attendances,Raw data,2010/11,33807.83870584037,Unplanned Hospital Attendances,4,North Lanarkshire Raw data,7.321084759765073,No
Orkney Islands,Unplanned Hospital Attendances,Raw data,2010/11,19361.962306254132,Unplanned Hospital Attendances,1,Orkney Islands Raw data,59.88579396888185,No
Perth and Kinross,Unplanned Hospital Attendances,Raw data,2010/11,16958.104395604398,Unplanned Hospital Attendances,1,Perth and Kinross Raw data,12.305321387830181,No
Renfrewshire,Unplanned Hospital Attendances,Raw data,2010/11,34322.970639032814,Unplanned Hospital Attendances,3,Renfrewshire Raw data,-3.664204572392482,No
Scotland,Unplanned Hospital Attendances,Raw data,2010/11,25925.03135570674,Unplanned Hospital Attendances,NA,Scotland Raw data,-1.9693118241697172,No
Scottish Borders,Unplanned Hospital Attendances,Raw data,2010/11,19622.658105374263,Unplanned Hospital Attendances,2,Scottish Borders Raw data,49.043606875657765,No
Shetland Islands,Unplanned Hospital Attendances,Raw data,2010/11,33239.37554206418,Unplanned Hospital Attendances,1,Shetland Islands Raw data,-10.397750949175622,No
South Ayrshire,Unplanned Hospital Attendances,Raw data,2010/11,31446.714031971584,Unplanned Hospital Attendances,3,South Ayrshire Raw data,-0.9459653351162611,No
South Lanarkshire,Unplanned Hospital Attendances,Raw data,2010/11,29516.252634267832,Unplanned Hospital Attendances,3,South Lanarkshire Raw data,9.713837540193303,No
Stirling,Unplanned Hospital Attendances,Raw data,2010/11,22781.686208821888,Unplanned Hospital Attendances,2,Stirling Raw data,-38.16869510260602,No
West Dunbartonshire,Unplanned Hospital Attendances,Raw data,2010/11,20470.264317180616,Unplanned Hospital Attendances,4,West Dunbartonshire Raw data,9.052527027653245,No
West Lothian,Unplanned Hospital Attendances,Raw data,2010/11,26274.340858176805,Unplanned Hospital Attendances,3,West Lothian Raw data,20.043057516296493,No
Aberdeen City,Unplanned Hospital Attendances,Raw data,2011/12,21176.840780365008,Unplanned Hospital Attendances,1,Aberdeen City Raw data,-9.837389046969214,No
Aberdeenshire,Unplanned Hospital Attendances,Raw data,2011/12,10587.02937118076,Unplanned Hospital Attendances,1,Aberdeenshire Raw data,3.1906843081412006,No
Angus,Unplanned Hospital Attendances,Raw data,2011/12,8272.805507745268,Unplanned Hospital Attendances,2,Angus Raw data,44.24290994878044,No
Argyll and Bute,Unplanned Hospital Attendances,Raw data,2011/12,6868.323400427303,Unplanned Hospital Attendances,2,Argyll and Bute Raw data,134.71301074259557,No
Clackmannanshire,Unplanned Hospital Attendances,Raw data,2011/12,16462.135922330097,Unplanned Hospital Attendances,3,Clackmannanshire Raw data,-15.896080512110466,No
Dumfries and Galloway,Unplanned Hospital Attendances,Raw data,2011/12,27916.914338550956,Unplanned Hospital Attendances,3,Dumfries and Galloway Raw data,9.567079099474807,No
Dundee City,Unplanned Hospital Attendances,Raw data,2011/12,20744.565217391304,Unplanned Hospital Attendances,4,Dundee City Raw data,14.846047308978626,No
East Ayrshire,Unplanned Hospital Attendances,Raw data,2011/12,31480.153231722223,Unplanned Hospital Attendances,4,East Ayrshire Raw data,4.935239205276765,No
East Dunbartonshire,Unplanned Hospital Attendances,Raw data,2011/12,18086.666666666664,Unplanned Hospital Attendances,1,East Dunbartonshire Raw data,-31.459512840636318,No
East Lothian,Unplanned Hospital Attendances,Raw data,2011/12,21823.45876701361,Unplanned Hospital Attendances,2,East Lothian Raw data,17.289244837384544,No
East Renfrewshire,Unplanned Hospital Attendances,Raw data,2011/12,25376.059905296777,Unplanned Hospital Attendances,1,East Renfrewshire Raw data,-12.113654772218885,No
"Edinburgh, City of",Unplanned Hospital Attendances,Raw data,2011/12,20431.225676863207,Unplanned Hospital Attendances,1,"Edinburgh, City of Raw data",1.8674171187772703,No
Eilean Siar,Unplanned Hospital Attendances,Raw data,2011/12,23004.69483568075,Unplanned Hospital Attendances,4,Eilean Siar Raw data,16.356863533821286,No
Falkirk,Unplanned Hospital Attendances,Raw data,2011/12,21616,Unplanned Hospital Attendances,3,Falkirk Raw data,86.48475968134836,No
Fife,Unplanned Hospital Attendances,Raw data,2011/12,22692.30769230769,Unplanned Hospital Attendances,3,Fife Raw data,-1.159348461807297,No
Glasgow City,Unplanned Hospital Attendances,Raw data,2011/12,33407.41240346676,Unplanned Hospital Attendances,4,Glasgow City Raw data,-25.16459094948871,No
Highland,Unplanned Hospital Attendances,Raw data,2011/12,16697.890259098524,Unplanned Hospital Attendances,2,Highland Raw data,92.31950925923317,No
Inverclyde,Unplanned Hospital Attendances,Raw data,2011/12,36819.748830337354,Unplanned Hospital Attendances,4,Inverclyde Raw data,8.565452972061681,No
Midlothian,Unplanned Hospital Attendances,Raw data,2011/12,26968.244457759138,Unplanned Hospital Attendances,2,Midlothian Raw data,22.23584265237706,No
Moray,Unplanned Hospital Attendances,Raw data,2011/12,21930.031025997647,Unplanned Hospital Attendances,2,Moray Raw data,30.272792676837778,No
North Ayrshire,Unplanned Hospital Attendances,Raw data,2011/12,28717.503077702942,Unplanned Hospital Attendances,4,North Ayrshire Raw data,8.21234136686213,No
North Lanarkshire,Unplanned Hospital Attendances,Raw data,2011/12,33480.397962809424,Unplanned Hospital Attendances,4,North Lanarkshire Raw data,7.321084759765073,No
Orkney Islands,Unplanned Hospital Attendances,Raw data,2011/12,20058.71616528822,Unplanned Hospital Attendances,1,Orkney Islands Raw data,59.88579396888185,No
Perth and Kinross,Unplanned Hospital Attendances,Raw data,2011/12,18157.30337078652,Unplanned Hospital Attendances,1,Perth and Kinross Raw data,12.305321387830181,No
Renfrewshire,Unplanned Hospital Attendances,Raw data,2011/12,35452.20377790498,Unplanned Hospital Attendances,3,Renfrewshire Raw data,-3.664204572392482,No
Scotland,Unplanned Hospital Attendances,Raw data,2011/12,25957.0935300666,Unplanned Hospital Attendances,NA,Scotland Raw data,-1.9693118241697172,No
Scottish Borders,Unplanned Hospital Attendances,Raw data,2011/12,20250.263435194945,Unplanned Hospital Attendances,2,Scottish Borders Raw data,49.043606875657765,No
Shetland Islands,Unplanned Hospital Attendances,Raw data,2011/12,32233.218588640277,Unplanned Hospital Attendances,1,Shetland Islands Raw data,-10.397750949175622,No
South Ayrshire,Unplanned Hospital Attendances,Raw data,2011/12,32596.034696406445,Unplanned Hospital Attendances,3,South Ayrshire Raw data,-0.9459653351162611,No
South Lanarkshire,Unplanned Hospital Attendances,Raw data,2011/12,30592.54539662313,Unplanned Hospital Attendances,3,South Lanarkshire Raw data,9.713837540193303,No
Stirling,Unplanned Hospital Attendances,Raw data,2011/12,15953.725229713276,Unplanned Hospital Attendances,2,Stirling Raw data,-38.16869510260602,No
West Dunbartonshire,Unplanned Hospital Attendances,Raw data,2011/12,20813.37600706324,Unplanned Hospital Attendances,4,West Dunbartonshire Raw data,9.052527027653245,No
West Lothian,Unplanned Hospital Attendances,Raw data,2011/12,27839.703365658872,Unplanned Hospital Attendances,3,West Lothian Raw data,20.043057516296493,No
Aberdeen City,Unplanned Hospital Attendances,Raw data,2012/13,21115.55733404473,Unplanned Hospital Attendances,1,Aberdeen City Raw data,-9.837389046969214,No
Aberdeenshire,Unplanned Hospital Attendances,Raw data,2012/13,10758.334637658476,Unplanned Hospital Attendances,1,Aberdeenshire Raw data,3.1906843081412006,No
Angus,Unplanned Hospital Attendances,Raw data,2012/13,7962.484942350715,Unplanned Hospital Attendances,2,Angus Raw data,44.24290994878044,No
Argyll and Bute,Unplanned Hospital Attendances,Raw data,2012/13,11896.214474743989,Unplanned Hospital Attendances,2,Argyll and Bute Raw data,134.71301074259557,No
Clackmannanshire,Unplanned Hospital Attendances,Raw data,2012/13,14921.996879875194,Unplanned Hospital Attendances,3,Clackmannanshire Raw data,-15.896080512110466,No
Dumfries and Galloway,Unplanned Hospital Attendances,Raw data,2012/13,28634.9774595598,Unplanned Hospital Attendances,3,Dumfries and Galloway Raw data,9.567079099474807,No
Dundee City,Unplanned Hospital Attendances,Raw data,2012/13,19314.52158614156,Unplanned Hospital Attendances,4,Dundee City Raw data,14.846047308978626,No
East Ayrshire,Unplanned Hospital Attendances,Raw data,2012/13,32069.583638882097,Unplanned Hospital Attendances,4,East Ayrshire Raw data,4.935239205276765,No
East Dunbartonshire,Unplanned Hospital Attendances,Raw data,2012/13,18954.47676615036,Unplanned Hospital Attendances,1,East Dunbartonshire Raw data,-31.459512840636318,No
East Lothian,Unplanned Hospital Attendances,Raw data,2012/13,21705.334126512,Unplanned Hospital Attendances,2,East Lothian Raw data,17.289244837384544,No
East Renfrewshire,Unplanned Hospital Attendances,Raw data,2012/13,25538.22495606327,Unplanned Hospital Attendances,1,East Renfrewshire Raw data,-12.113654772218885,No
"Edinburgh, City of",Unplanned Hospital Attendances,Raw data,2012/13,20228.74665893127,Unplanned Hospital Attendances,1,"Edinburgh, City of Raw data",1.8674171187772703,No
Eilean Siar,Unplanned Hospital Attendances,Raw data,2012/13,22329.462989840347,Unplanned Hospital Attendances,4,Eilean Siar Raw data,16.356863533821286,No
Falkirk,Unplanned Hospital Attendances,Raw data,2012/13,23547.831632653066,Unplanned Hospital Attendances,3,Falkirk Raw data,86.48475968134836,No
Fife,Unplanned Hospital Attendances,Raw data,2012/13,18223.150651265667,Unplanned Hospital Attendances,3,Fife Raw data,-1.159348461807297,No
Glasgow City,Unplanned Hospital Attendances,Raw data,2012/13,33220.96560068563,Unplanned Hospital Attendances,4,Glasgow City Raw data,-25.16459094948871,No
Highland,Unplanned Hospital Attendances,Raw data,2012/13,16602.68796427498,Unplanned Hospital Attendances,2,Highland Raw data,92.31950925923317,No
Inverclyde,Unplanned Hospital Attendances,Raw data,2012/13,35984.63254430537,Unplanned Hospital Attendances,4,Inverclyde Raw data,8.565452972061681,No
Midlothian,Unplanned Hospital Attendances,Raw data,2012/13,27334.995251661916,Unplanned Hospital Attendances,2,Midlothian Raw data,22.23584265237706,No
Moray,Unplanned Hospital Attendances,Raw data,2012/13,22447.00312062843,Unplanned Hospital Attendances,2,Moray Raw data,30.272792676837778,No
North Ayrshire,Unplanned Hospital Attendances,Raw data,2012/13,29290.5429962928,Unplanned Hospital Attendances,4,North Ayrshire Raw data,8.21234136686213,No
North Lanarkshire,Unplanned Hospital Attendances,Raw data,2012/13,33191.867175708074,Unplanned Hospital Attendances,4,North Lanarkshire Raw data,7.321084759765073,No
Orkney Islands,Unplanned Hospital Attendances,Raw data,2012/13,20780.543202980552,Unplanned Hospital Attendances,1,Orkney Islands Raw data,59.88579396888185,No
Perth and Kinross,Unplanned Hospital Attendances,Raw data,2012/13,17594.422634357656,Unplanned Hospital Attendances,1,Perth and Kinross Raw data,12.305321387830181,No
Renfrewshire,Unplanned Hospital Attendances,Raw data,2012/13,33873.20711417097,Unplanned Hospital Attendances,3,Renfrewshire Raw data,-3.664204572392482,No
Scotland,Unplanned Hospital Attendances,Raw data,2012/13,25447.3803071364,Unplanned Hospital Attendances,NA,Scotland Raw data,-1.9693118241697172,No
Scottish Borders,Unplanned Hospital Attendances,Raw data,2012/13,20406.260991909956,Unplanned Hospital Attendances,2,Scottish Borders Raw data,49.043606875657765,No
Shetland Islands,Unplanned Hospital Attendances,Raw data,2012/13,30788.453252908228,Unplanned Hospital Attendances,1,Shetland Islands Raw data,-10.397750949175622,No
South Ayrshire,Unplanned Hospital Attendances,Raw data,2012/13,33124.335812964935,Unplanned Hospital Attendances,3,South Ayrshire Raw data,-0.9459653351162611,No
South Lanarkshire,Unplanned Hospital Attendances,Raw data,2012/13,30333.08942830783,Unplanned Hospital Attendances,3,South Lanarkshire Raw data,9.713837540193303,No
Stirling,Unplanned Hospital Attendances,Raw data,2012/13,13341.39105592792,Unplanned Hospital Attendances,2,Stirling Raw data,-38.16869510260602,No
West Dunbartonshire,Unplanned Hospital Attendances,Raw data,2012/13,21201.018375027674,Unplanned Hospital Attendances,4,West Dunbartonshire Raw data,9.052527027653245,No
West Lothian,Unplanned Hospital Attendances,Raw data,2012/13,27675.700244304306,Unplanned Hospital Attendances,3,West Lothian Raw data,20.043057516296493,No
Aberdeen City,Unplanned Hospital Attendances,Raw data,2013/14,21503.501123001715,Unplanned Hospital Attendances,1,Aberdeen City Raw data,-9.837389046969214,No
Aberdeenshire,Unplanned Hospital Attendances,Raw data,2013/14,10556.697831400084,Unplanned Hospital Attendances,1,Aberdeenshire Raw data,3.1906843081412006,No
Angus,Unplanned Hospital Attendances,Raw data,2013/14,8214.807808066042,Unplanned Hospital Attendances,2,Angus Raw data,44.24290994878044,No
Argyll and Bute,Unplanned Hospital Attendances,Raw data,2013/14,11886.42816581488,Unplanned Hospital Attendances,2,Argyll and Bute Raw data,134.71301074259557,No
Clackmannanshire,Unplanned Hospital Attendances,Raw data,2013/14,15508.970358814351,Unplanned Hospital Attendances,3,Clackmannanshire Raw data,-15.896080512110466,No
Dumfries and Galloway,Unplanned Hospital Attendances,Raw data,2013/14,29045.78120841097,Unplanned Hospital Attendances,3,Dumfries and Galloway Raw data,9.567079099474807,No
Dundee City,Unplanned Hospital Attendances,Raw data,2013/14,19839.972991222145,Unplanned Hospital Attendances,4,Dundee City Raw data,14.846047308978626,No
East Ayrshire,Unplanned Hospital Attendances,Raw data,2013/14,32390.753900187865,Unplanned Hospital Attendances,4,East Ayrshire Raw data,4.935239205276765,No
East Dunbartonshire,Unplanned Hospital Attendances,Raw data,2013/14,19209.183673469382,Unplanned Hospital Attendances,1,East Dunbartonshire Raw data,-31.459512840636318,No
East Lothian,Unplanned Hospital Attendances,Raw data,2013/14,22057.4021106618,Unplanned Hospital Attendances,2,East Lothian Raw data,17.289244837384544,No
East Renfrewshire,Unplanned Hospital Attendances,Raw data,2013/14,24997.268655085765,Unplanned Hospital Attendances,1,East Renfrewshire Raw data,-12.113654772218885,No
"Edinburgh, City of",Unplanned Hospital Attendances,Raw data,2013/14,20447.831616953183,Unplanned Hospital Attendances,1,"Edinburgh, City of Raw data",1.8674171187772703,No
Eilean Siar,Unplanned Hospital Attendances,Raw data,2013/14,22080.29197080292,Unplanned Hospital Attendances,4,Eilean Siar Raw data,16.356863533821286,No
Falkirk,Unplanned Hospital Attendances,Raw data,2013/14,24078.64596589463,Unplanned Hospital Attendances,3,Falkirk Raw data,86.48475968134836,No
Fife,Unplanned Hospital Attendances,Raw data,2013/14,18639.13872989915,Unplanned Hospital Attendances,3,Fife Raw data,-1.159348461807297,No
Glasgow City,Unplanned Hospital Attendances,Raw data,2013/14,33723.42922282572,Unplanned Hospital Attendances,4,Glasgow City Raw data,-25.16459094948871,No
Highland,Unplanned Hospital Attendances,Raw data,2013/14,17092.688790623793,Unplanned Hospital Attendances,2,Highland Raw data,92.31950925923317,No
Inverclyde,Unplanned Hospital Attendances,Raw data,2013/14,35776.69902912621,Unplanned Hospital Attendances,4,Inverclyde Raw data,8.565452972061681,No
Midlothian,Unplanned Hospital Attendances,Raw data,2013/14,27229.37079447527,Unplanned Hospital Attendances,2,Midlothian Raw data,22.23584265237706,No
Moray,Unplanned Hospital Attendances,Raw data,2013/14,23009.74989402289,Unplanned Hospital Attendances,2,Moray Raw data,30.272792676837778,No
North Ayrshire,Unplanned Hospital Attendances,Raw data,2013/14,29961.296918358406,Unplanned Hospital Attendances,4,North Ayrshire Raw data,8.21234136686213,No
North Lanarkshire,Unplanned Hospital Attendances,Raw data,2013/14,32732.84386286932,Unplanned Hospital Attendances,4,North Lanarkshire Raw data,7.321084759765073,No
Orkney Islands,Unplanned Hospital Attendances,Raw data,2013/14,21528.3456953356,Unplanned Hospital Attendances,1,Orkney Islands Raw data,59.88579396888185,No
Perth and Kinross,Unplanned Hospital Attendances,Raw data,2013/14,17381.065168843474,Unplanned Hospital Attendances,1,Perth and Kinross Raw data,12.305321387830181,No
Renfrewshire,Unplanned Hospital Attendances,Raw data,2013/14,33397.55017539824,Unplanned Hospital Attendances,3,Renfrewshire Raw data,-3.664204572392482,No
