"","DataZone","DataZoneName","IntZone","IntZoneName","CA","CPP","FG"
"1765","S01007673","Eastriggs - 02","S02001443","Eastriggs","S12000006","Dumfries and Galloway",3
"1766","S01007674","Eastriggs - 03","S02001443","Eastriggs","S12000006","Dumfries and Galloway",3
"1767","S01007675","Eastriggs - 04","S02001443","Eastriggs","S12000006","Dumfries and Galloway",3
"1768","S01007676","Gretna - 01","S02001444","Gretna","S12000006","Dumfries and Galloway",3
"1769","S01007677","Gretna - 02","S02001444","Gretna","S12000006","Dumfries and Galloway",3
"1770","S01007678","Gretna - 03","S02001444","Gretna","S12000006","Dumfries and Galloway",3
"1771","S01007679","Gretna - 04","S02001444","Gretna","S12000006","Dumfries and Galloway",3
"1772","S01007680","Gretna - 05","S02001444","Gretna","S12000006","Dumfries and Galloway",3
"1773","S01007681","Gretna - 06","S02001444","Gretna","S12000006","Dumfries and Galloway",3
"1774","S01007682","Westend - 01","S02001445","Westend","S12000042","Dundee City",4
"1775","S01007683","Westend - 02","S02001445","Westend","S12000042","Dundee City",4
"1776","S01007684","Westend - 03","S02001445","Westend","S12000042","Dundee City",4
"1777","S01007685","Westend - 04","S02001445","Westend","S12000042","Dundee City",4
"1778","S01007686","Westend - 05","S02001445","Westend","S12000042","Dundee City",4
"1779","S01007687","Westend - 06","S02001445","Westend","S12000042","Dundee City",4
"1780","S01007688","Westend - 07","S02001445","Westend","S12000042","Dundee City",4
"1781","S01007689","Perth Road - 01","S02001446","Perth Road","S12000042","Dundee City",4
"1782","S01007690","Perth Road - 02","S02001446","Perth Road","S12000042","Dundee City",4
"1783","S01007691","Perth Road - 03","S02001446","Perth Road","S12000042","Dundee City",4
"1784","S01007692","Perth Road - 04","S02001446","Perth Road","S12000042","Dundee City",4
"1785","S01007693","Perth Road - 05","S02001446","Perth Road","S12000042","Dundee City",4
"1786","S01007694","Perth Road - 06","S02001446","Perth Road","S12000042","Dundee City",4
"1787","S01007695","Logie and Blackness - 01","S02001447","Logie and Blackness","S12000042","Dundee City",4
"1788","S01007696","Logie and Blackness - 02","S02001447","Logie and Blackness","S12000042","Dundee City",4
"1789","S01007697","Logie and Blackness - 03","S02001447","Logie and Blackness","S12000042","Dundee City",4
"1790","S01007698","Logie and Blackness - 04","S02001447","Logie and Blackness","S12000042","Dundee City",4
"1791","S01007699","Logie and Blackness - 05","S02001447","Logie and Blackness","S12000042","Dundee City",4
"1792","S01007700","Logie and Blackness - 06","S02001447","Logie and Blackness","S12000042","Dundee City",4
"1793","S01007701","City Centre - 01","S02001448","City Centre","S12000042","Dundee City",4
"1794","S01007702","City Centre - 02","S02001448","City Centre","S12000042","Dundee City",4
"1795","S01007703","City Centre - 03","S02001448","City Centre","S12000042","Dundee City",4
"1796","S01007704","City Centre - 04","S02001448","City Centre","S12000042","Dundee City",4
"1797","S01007705","City Centre - 05","S02001448","City Centre","S12000042","Dundee City",4
"1798","S01007706","City Centre - 06","S02001448","City Centre","S12000042","Dundee City",4
"1799","S01007707","Docks and Wellgate - 01","S02001449","Docks and Wellgate","S12000042","Dundee City",4
"1800","S01007708","Docks and Wellgate - 02","S02001449","Docks and Wellgate","S12000042","Dundee City",4
"1801","S01007709","Docks and Wellgate - 03","S02001449","Docks and Wellgate","S12000042","Dundee City",4
"1802","S01007710","Docks and Wellgate - 04","S02001449","Docks and Wellgate","S12000042","Dundee City",4
"1803","S01007711","Docks and Wellgate - 05","S02001449","Docks and Wellgate","S12000042","Dundee City",4
"1804","S01007712","Docks and Wellgate - 06","S02001449","Docks and Wellgate","S12000042","Dundee City",4
"1805","S01007713","Docks and Wellgate - 07","S02001449","Docks and Wellgate","S12000042","Dundee City",4
"1806","S01007714","Hilltown - 01","S02001450","Hilltown","S12000042","Dundee City",4
"1807","S01007715","Hilltown - 02","S02001450","Hilltown","S12000042","Dundee City",4
"1808","S01007716","Hilltown - 03","S02001450","Hilltown","S12000042","Dundee City",4
"1809","S01007717","Hilltown - 04","S02001450","Hilltown","S12000042","Dundee City",4
"1810","S01007718","Hilltown - 05","S02001450","Hilltown","S12000042","Dundee City",4
"1811","S01007719","Hilltown - 06","S02001450","Hilltown","S12000042","Dundee City",4
"1812","S01007720","The Glens - 01","S02001451","The Glens","S12000042","Dundee City",4
"1813","S01007721","The Glens - 02","S02001451","The Glens","S12000042","Dundee City",4
"1814","S01007722","The Glens - 03","S02001451","The Glens","S12000042","Dundee City",4
"1815","S01007723","The Glens - 04","S02001451","The Glens","S12000042","Dundee City",4
"1816","S01007724","The Glens - 05","S02001451","The Glens","S12000042","Dundee City",4
"1817","S01007725","The Glens - 06","S02001451","The Glens","S12000042","Dundee City",4
"1818","S01007726","Stobswell - 01","S02001452","Stobswell","S12000042","Dundee City",4
"1819","S01007727","Stobswell - 02","S02001452","Stobswell","S12000042","Dundee City",4
"1820","S01007728","Stobswell - 03","S02001452","Stobswell","S12000042","Dundee City",4
"1821","S01007729","Stobswell - 04","S02001452","Stobswell","S12000042","Dundee City",4
"1822","S01007730","Stobswell - 05","S02001452","Stobswell","S12000042","Dundee City",4
"1823","S01007731","Stobswell - 06","S02001452","Stobswell","S12000042","Dundee City",4
"1824","S01007732","Stobswell - 07","S02001452","Stobswell","S12000042","Dundee City",4
"1825","S01007733","Baxter Park - 01","S02001453","Baxter Park","S12000042","Dundee City",4
"1826","S01007734","Baxter Park - 02","S02001453","Baxter Park","S12000042","Dundee City",4
"1827","S01007735","Baxter Park - 03","S02001453","Baxter Park","S12000042","Dundee City",4
"1828","S01007736","Baxter Park - 04","S02001453","Baxter Park","S12000042","Dundee City",4
"1829","S01007737","Craigie and  Craigiebank - 01","S02001454","Craigie and  Craigiebank","S12000042","Dundee City",4
"1830","S01007738","Craigie and  Craigiebank - 02","S02001454","Craigie and  Craigiebank","S12000042","Dundee City",4
"1831","S01007739","Craigie and  Craigiebank - 03","S02001454","Craigie and  Craigiebank","S12000042","Dundee City",4
"1832","S01007740","Craigie and  Craigiebank - 04","S02001454","Craigie and  Craigiebank","S12000042","Dundee City",4
"1833","S01007741","Craigie and  Craigiebank - 05","S02001454","Craigie and  Craigiebank","S12000042","Dundee City",4
"1834","S01007742","Craigie and  Craigiebank - 06","S02001454","Craigie and  Craigiebank","S12000042","Dundee City",4
"1835","S01007743","Douglas West - 01","S02001455","Douglas West","S12000042","Dundee City",4
"1836","S01007744","Douglas West - 02","S02001455","Douglas West","S12000042","Dundee City",4
"1837","S01007745","Douglas West - 03","S02001455","Douglas West","S12000042","Dundee City",4
"1838","S01007746","Douglas West - 04","S02001455","Douglas West","S12000042","Dundee City",4
"1839","S01007747","Douglas West - 05","S02001455","Douglas West","S12000042","Dundee City",4
"1840","S01007748","Douglas West - 06","S02001455","Douglas West","S12000042","Dundee City",4
"1841","S01007749","West Ferry - 01","S02001456","West Ferry","S12000042","Dundee City",4
"1842","S01007750","West Ferry - 02","S02001456","West Ferry","S12000042","Dundee City",4
"1843","S01007751","West Ferry - 03","S02001456","West Ferry","S12000042","Dundee City",4
"1844","S01007752","West Ferry - 04","S02001456","West Ferry","S12000042","Dundee City",4
"1845","S01007753","Douglas East - 01","S02001457","Douglas East","S12000042","Dundee City",4
"1846","S01007754","Douglas East - 02","S02001457","Douglas East","S12000042","Dundee City",4
"1847","S01007755","Douglas East - 03","S02001457","Douglas East","S12000042","Dundee City",4
"1848","S01007756","Douglas East - 04","S02001457","Douglas East","S12000042","Dundee City",4
"1849","S01007757","Broughty Ferry West - 01","S02001458","Broughty Ferry West","S12000042","Dundee City",4
"1850","S01007758","Broughty Ferry West - 02","S02001458","Broughty Ferry West","S12000042","Dundee City",4
"1851","S01007759","Broughty Ferry West - 03","S02001458","Broughty Ferry West","S12000042","Dundee City",4
"1852","S01007760","Broughty Ferry West - 04","S02001458","Broughty Ferry West","S12000042","Dundee City",4
"1853","S01007761","Broughty Ferry West - 05","S02001458","Broughty Ferry West","S12000042","Dundee City",4
"1854","S01007762","Broughty Ferry West - 06","S02001458","Broughty Ferry West","S12000042","Dundee City",4
"1855","S01007763","Broughty Ferry East - 01","S02001459","Broughty Ferry East","S12000042","Dundee City",4
"1856","S01007764","Broughty Ferry East - 02","S02001459","Broughty Ferry East","S12000042","Dundee City",4
"1857","S01007765","Broughty Ferry East - 03","S02001459","Broughty Ferry East","S12000042","Dundee City",4
"1858","S01007766","Broughty Ferry East - 04","S02001459","Broughty Ferry East","S12000042","Dundee City",4
"1859","S01007767","Broughty Ferry East - 05","S02001459","Broughty Ferry East","S12000042","Dundee City",4
"1860","S01007768","Barnhill - 01","S02001460","Barnhill","S12000042","Dundee City",4
"1861","S01007769","Barnhill - 02","S02001460","Barnhill","S12000042","Dundee City",4
"1862","S01007770","Barnhill - 03","S02001460","Barnhill","S12000042","Dundee City",4
"1863","S01007771","Barnhill - 04","S02001460","Barnhill","S12000042","Dundee City",4
"1864","S01007772","Barnhill - 05","S02001460","Barnhill","S12000042","Dundee City",4
"1865","S01007773","Barnhill - 06","S02001460","Barnhill","S12000042","Dundee City",4
"1866","S01007774","West Pitkerro - 01","S02001461","West Pitkerro","S12000042","Dundee City",4
"1867","S01007775","West Pitkerro - 02","S02001461","West Pitkerro","S12000042","Dundee City",4
"1868","S01007776","West Pitkerro - 03","S02001461","West Pitkerro","S12000042","Dundee City",4
"1869","S01007777","West Pitkerro - 04","S02001461","West Pitkerro","S12000042","Dundee City",4
"1870","S01007778","West Pitkerro - 05","S02001461","West Pitkerro","S12000042","Dundee City",4
"1871","S01007779","West Pitkerro - 06","S02001461","West Pitkerro","S12000042","Dundee City",4
"1872","S01007780","West Pitkerro - 07","S02001461","West Pitkerro","S12000042","Dundee City",4
"1873","S01007781","West Pitkerro - 08","S02001461","West Pitkerro","S12000042","Dundee City",4
"1874","S01007782","Whitfield - 01","S02001462","Whitfield","S12000042","Dundee City",4
"1875","S01007783","Whitfield - 02","S02001462","Whitfield","S12000042","Dundee City",4
"1876","S01007784","Whitfield - 03","S02001462","Whitfield","S12000042","Dundee City",4
"1877","S01007785","Whitfield - 04","S02001462","Whitfield","S12000042","Dundee City",4
"1878","S01007786","Whitfield - 05","S02001462","Whitfield","S12000042","Dundee City",4
"1879","S01007787","Whitfield - 06","S02001462","Whitfield","S12000042","Dundee City",4
"1880","S01007788","Whitfield - 07","S02001462","Whitfield","S12000042","Dundee City",4
"1881","S01007789","Whitfield - 08","S02001462","Whitfield","S12000042","Dundee City",4
"1882","S01007790","Whitfield - 09","S02001462","Whitfield","S12000042","Dundee City",4
"1883","S01007791","Fintry - 01","S02001463","Fintry","S12000042","Dundee City",4
"1884","S01007792","Fintry - 02","S02001463","Fintry","S12000042","Dundee City",4
"1885","S01007793","Fintry - 03","S02001463","Fintry","S12000042","Dundee City",4
"1886","S01007794","Fintry - 04","S02001463","Fintry","S12000042","Dundee City",4
"1887","S01007795","Fintry - 05","S02001463","Fintry","S12000042","Dundee City",4
"1888","S01007796","Fintry - 06","S02001463","Fintry","S12000042","Dundee City",4
"1889","S01007797","Fintry - 07","S02001463","Fintry","S12000042","Dundee City",4
"1890","S01007798","Fintry - 08","S02001463","Fintry","S12000042","Dundee City",4
"1891","S01007799","Fintry - 09","S02001463","Fintry","S12000042","Dundee City",4
"1892","S01007800","Linlathen and Midcraigie - 01","S02001464","Linlathen and Midcraigie","S12000042","Dundee City",4
"1893","S01007801","Linlathen and Midcraigie - 02","S02001464","Linlathen and Midcraigie","S12000042","Dundee City",4
"1894","S01007802","Linlathen and Midcraigie - 03","S02001464","Linlathen and Midcraigie","S12000042","Dundee City",4
"1895","S01007803","Linlathen and Midcraigie - 04","S02001464","Linlathen and Midcraigie","S12000042","Dundee City",4
"1896","S01007804","Linlathen and Midcraigie - 05","S02001464","Linlathen and Midcraigie","S12000042","Dundee City",4
"1897","S01007805","Linlathen and Midcraigie - 06","S02001464","Linlathen and Midcraigie","S12000042","Dundee City",4
"1898","S01007806","Linlathen and Midcraigie - 07","S02001464","Linlathen and Midcraigie","S12000042","Dundee City",4
"1899","S01007807","Caird Park - 01","S02001465","Caird Park","S12000042","Dundee City",4
"1900","S01007808","Caird Park - 02","S02001465","Caird Park","S12000042","Dundee City",4
"1901","S01007809","Caird Park - 03","S02001465","Caird Park","S12000042","Dundee City",4
"1902","S01007810","Caird Park - 04","S02001465","Caird Park","S12000042","Dundee City",4
"1903","S01007811","Kirkton - 01","S02001466","Kirkton","S12000042","Dundee City",4
"1904","S01007812","Kirkton - 02","S02001466","Kirkton","S12000042","Dundee City",4
"1905","S01007813","Kirkton - 03","S02001466","Kirkton","S12000042","Dundee City",4
"1906","S01007814","Kirkton - 04","S02001466","Kirkton","S12000042","Dundee City",4
"1907","S01007815","Kirkton - 05","S02001466","Kirkton","S12000042","Dundee City",4
"1908","S01007816","Downfield - 01","S02001467","Downfield","S12000042","Dundee City",4
"1909","S01007817","Downfield - 02","S02001467","Downfield","S12000042","Dundee City",4
"1910","S01007818","Downfield - 03","S02001467","Downfield","S12000042","Dundee City",4
"1911","S01007819","Downfield - 04","S02001467","Downfield","S12000042","Dundee City",4
"1912","S01007820","Downfield - 05","S02001467","Downfield","S12000042","Dundee City",4
"1913","S01007821","Downfield - 06","S02001467","Downfield","S12000042","Dundee City",4
"1914","S01007822","Downfield - 07","S02001467","Downfield","S12000042","Dundee City",4
"1915","S01007823","Fairmuir - 01","S02001468","Fairmuir","S12000042","Dundee City",4
"1916","S01007824","Fairmuir - 02","S02001468","Fairmuir","S12000042","Dundee City",4
"1917","S01007825","Fairmuir - 03","S02001468","Fairmuir","S12000042","Dundee City",4
"1918","S01007826","Fairmuir - 04","S02001468","Fairmuir","S12000042","Dundee City",4
"1919","S01007827","Fairmuir - 05","S02001468","Fairmuir","S12000042","Dundee City",4
"1920","S01007828","Law - 01","S02001469","Law","S12000042","Dundee City",4
